Name	Set	ImageFile	Type	Clan	Group	Capacity	Discipline	PoolCost	BloodCost	Text	Rarity
Rising, The	HttB	risingthe	Event							Gehenna. Requires at least 2 other Gehenna events in play. Do not replace until your prey is ousted. A Methuselah cannot gain pool during their own turn unless they have the Edge or at least 1 victory point (instead, any pool they would gain goes to the blood bank).	HttB:R/A1
Ritual Challenge	Tenth	ritualchallenge	Action	Gangrel					1	+1 stealth action. If this action succeeds, put this card on the acting Gangrel. This vampire gets +1 strength. A vampire may have only one Ritual Challenge card.	Jyhad:R, VTES:R, Tenth:B
Ritual Goblet	FoL	ritualgoblet	Equipment					1		Unique. This vampire gets +1 level of Blood Sorcery [tha]. Rescuing a vampire from torpor costs this vampire -1 blood. Once each turn, this vampire can unlock after rescuing a vampire from torpor.	FoL:1
Ritual of the Bitter Rose	CE	ritualofthebitterrose	Action Modifier/Combat							Each ready vampire you control gains an amount of blood from the blood bank equal to the amount of blood on a vampire being burned either by diablerie or while in combat with this vampire.	Jyhad:R2, VTES:R, CE:R
Ritual Scalpel	HttB	ritualscalpel	Equipment	Nagaraja						Unique. This Nagaraja gets +1 hunt. This Nagaraja can inflict 1 unpreventable damage on a mortal (ally or retainer) to gain 2 blood as a (D) action.	HttB:R/A1
Robert Carter	Third	robertcarter	Retainer						1	Unique ghoul with 1 life. During your unlock phase, Carter's employer burns 1 blood, or Carter is burned. The vampire with this retainer gets +2 bleed.	Gehenna:R, Third:PTr
Rock Cat	HttB	rockcat	Ally	Gargoyle				4		Gargoyle creature with 4 life. 3 strength, 0 bleed. Rock Cat may enter combat with a ready minion as a (D) action. Opposing vampires with capacity 3 or less cannot strike in the first round. Rock Cat gets an optional press each combat. Rock Cat may play cards requiring basic Potence [pot] as a 3-capacity vampire.	BL:R1, LoB:R, HttB:PGar
Rockheart	HttB	rockheart	Combat				vis/tha			[tha] Strike: dodge. [vis] Prevent half the damage (round up) done by the opponent's strike. (Doing this twice would prevent all damage from the strike.) [VIS] As [vis] above, and prevent half the damage (round up) done by each strike of the opponent for the remainder of combat. A vampire may play only one Rockheart at superior each combat.	LoB:C, HttB:PGar4
Rogue	Promo	rogue	Master							Master: trifle. Play on a vampire who has committed diablerie since your last turn. Any vampire can enter combat with this vampire as a (D) action. Vampires with Auspex [aus] get +1 stealth on that action.	Promo-20090401
Roll	LoB	roll	Combat				flight			Do not replace until after combat. [FLIGHT] Maneuver. A minion may play only one Roll each round. If this minion is still ready when you would draw to replace this card, you may move this card from your ash heap to your hand instead.	LoB:C
Rolling with the Punches	FB	rollingwiththepunches	Combat				for			[for] Prevent 1 damage. [FOR] Burn 1 blood to prevent all damage from the opposing minion's strikes this round.	Sabbat:C, SW:C/PV, FN:PR, CE:PV3, LoB:PA3, Third:C, FB:PV2
Rom Gypsy	FN	romgypsy	Ally	Ravnos				3		Mortal with 2 life. 0 strength, 0 bleed. Rom Gypsy may strike for 1R damage. Rom Gypsy gets one optional maneuver each combat. Lock to give a Ravnos you control +1 stealth.	DS:U2, FN:PR
Rooftop Shadow	LotN	rooftopshadow	Reaction				cel		1	[cel] +1 intercept. Not usable if the acting minion has Celerity [cel]. [CEL] +1 intercept. Not usable if the acting minion has superior Celerity [CEL].	BH:C, Third:C, LotN:PA3
Root of Vitality	Third	rootofvitality	Action				vic			+1 stealth action. [vic] Rescue a vampire from torpor. [VIC] Move 1 life counter from the blood bank to an ally who has fewer life than his or her starting amount.	Gehenna:C, Third:PTz
Rose Foundation, The	NoR	rosefoundationthe	Master					1		Master: unique location. Lock this location and burn a conviction [1 CONVICTION] from a ready imbued you control to reduce a bleed against you by one or to gain two votes in a referendum.	NoR:R
Rotschreck	Third	rotschreck	Master							Master: out-of-turn. Frenzy. Put this card on a vampire when an opposing minion attempts to inflict aggravated damage on him or her, whether the damage would be successfully inflicted or not. Combat ends. This vampire is locked and sent to torpor. This vampire does not unlock as normal. During this vampire's next unlock phase, burn this card.	Jyhad:U, CE:U, Anarchs:PG, BH:PTr2, KMW:PB, LoB:PA, Third:PTz
Roundhouse	NB	roundhouse	Combat				pot			[pot] Strike: hand strike at +2 damage. [POT] Strike: hand strike at +3 damage.	V5:PN8, V5A:PB4, NB:PN6
Rowan Ring	KoT	rowanring	Equipment					1		Unique melee weapon. Strike: Send the opposing vampire to torpor. This card is transferred to that vampire, and he or she doesn't unlock as normal during the unlock phase as long as he or she remains in torpor.	Jyhad:R, CE:R, LoB:PI, KoT:R
RPG Launcher	VTES	rpglauncher	Equipment					2		Weapon. 6R damage each strike; only usable after the first round of combat; only usable at long range.	Jyhad:R, VTES:R
Rubicon	Promo	rubicon	Action							+1 stealth action. Requires a titled vampire. (D) Burn a younger non-titled vampire who has burned one of your non-Red List vampires since your last turn.	Promo-20090401
Ruins of Ceoris	SoC	ruinsofceoris	Equipment	Tremere antitribu						This equipment card represents a location and does not count as equipment while in play. Unique. The Tremere antitribu with this location gets an optional maneuver or press each combat.	SoC:R
Ruins of Charizel	KMW	ruinsofcharizel	Master	Baali						Master: unique location. Put pool you burn to unlock your infernal minions (using the infernal ability) on this card. Once each action, you may burn X counters from this card to reduce a bleed against you by X. Burn all counters from this card during your predator's discard phase.	KMW:R/PB
Ruins of Villers Abbey, Belgium	FN	ruinsofvillersabbeybelgium	Equipment							This equipment card represents a location and does not count as equipment while in play. Unique. The vampire with this location may burn X blood before range is determined on the first round of a combat to get X optional maneuvers for that combat.	DS:U, FN:PA
Rumble	HttB	rumble	Action							Requires a Sabbat vampire. (D) Enter combat with a ready minion controlled by another Methuselah. In that combat, your hand size is increased by one. If this acting vampire is not ready at the end of the action, you burn 1 pool.	Third:C/PTz3/SKTz2, HttB:PSal2
Rumor Mill, Tabloid Newspaper, The	NB	rumormilltabloidnewspaperthe	Master					1		Unique location. You can lock this card during an action to choose a vampire; the chosen vampire can burn 1 blood to get +1 intercept during that action.	Sabbat:U, SW:U/PL, CE:PV, LoB:PG, Third:U, NB:PTr1
Rumors of Gehenna	KoT	rumorsofgehenna	Political Action							Choose one or more Methuselahs. If this referendum is successful, put this card into play. Each chosen Methuselah receives two master phase actions during his or her master phase (instead of one). Any vampire can call a referendum to burn this card as a +1 stealth political action.	Jyhad:R2, VTES:R, CE:R2, LoB:PA, KoT:U
Rutor's Hand	V5A	rutorshand	Action				tha		1	+1 stealth action. [tha] Put this card on this vampire, and this vampire takes 1 unpreventable environmental aggravated damage. Starting with your next turn, this vampire can unlock during your minion phase. A vampire can have only one Rutor's Hand. [THA] As above, and this vampire can burn 3 blood to be immune to this aggravated damage.	DS:C, CE:PTr, KMW:PB3, Third:PTr, 25th:1, V5A:PBh1
Saatet-ta	TU	saatetta	Ally	Ministry				2		Unique mummy with 2 life. 2 strength, 1 bleed. During an action, Saatet-ta can lock to give a Ministry you control +1 stealth, +1 intercept, or +1 bleed. If she is burned, shuffle her into her owner's library.	TU:C/B1
Sabbat Inquisitor	Third	sabbatinquisitor	Political Action							Requires a ready archbishop, cardinal or regent. Choose a Sabbat vampire who is not an Inquisitor. If this referendum is successful, put this card on the chosen vampire. This vampire is an Inquisitor and gets +1 bleed. He or she may look at the top card of any Methuselah's crypt as a (D) action; if it is a vampire with Blood Sorcery [tha], burn that card. Any Sabbat vampire may call a referendum to burn this card as a +1 stealth political action.	Sabbat:U, Third:U
Sabbat Priest	Third	sabbatpriest	Political Action							Requires a ready Sabbat vampire. Choose a ready Sabbat vampire. Successful referendum means that for the remainder of the game, any vampire attempting to block the chosen vampire burns 1 blood.	Sabbat:C, SW:C/PV, BH:PM2, Third:C/PB/SKB1
Sabbat Threat	KMW	sabbatthreat	Political Action							Requires a prince or justicar. Choose one or more Methuselahs. Successful referendum means each chosen Methuselah gets a threat counter. Each Methuselah burns 1 pool for each threat counter he or she has during his or her unlock phase. A Methuselah may never have more than two threat counters, and he or she may burn the Edge to burn all the threat counters he or she has.	Jyhad:V, VTES:V, CE:U, KMW:PAl
Sacrament of Carnage	Third	sacramentofcarnage	Combat				pot		1	[pot] Strike: 2R damage. [POT] Strike: 3R damage.	Sabbat:C, SW:C/PL, CE:PB2, Anarchs:PAG2, Third:C
Sacre-Coeur Cathedral, France	DS	sacrecoeurcathedralfrance	Equipment						2	This equipment card represents a location and does not count as equipment while in play. Unique. Allies cannot block this vampire.	DS:C2
Sacrifice	Tenth	sacrifice	Political Action							Requires a Sabbat vampire with capacity above 7. Choose a vampire with a capacity below 7 who belongs to the same clan as the acting vampire. Successful referendum means the chosen vampire is burned.	Sabbat:U, Tenth:B
Sacrificial Lamb	CE	sacrificiallamb	Action				obf		3	[obf] Burn a vampire in torpor that you control. The acting vampire gains blood equal to the burned vampire's capacity (ignore excess blood). You may also transfer equipment from the burned vampire to this one. This action is not considered diablerie. [OBF] (D) As above, but burn a vampire in another Methuselah's torpor region.	DS:C2, FN:PA, CE:PN
Safe Passage	HttB	safepassage	Action Modifier				obe/for			[for] Allies get -1 intercept. [obe] As [for] above, and reaction cards cost 1 additional blood or life this action. [OBE] As [obe] above, and put this card on this vampire. Actions against this vampire cost 1 additional blood or life. Burn this card during your unlock phase.	HttB:C/B2
Salt of Thoth	Promo	saltofthoth	Reaction	Tremere					2	Usable by a locked Tremere. Cause a (D) action targeting a location you control to fail and put this card on that location. You may burn this card to cause a (D) action targeting this location to fail.	Promo-20090401
Samuel Haight	KMW	samuelhaight	Ally					5		Unique werewolf with 4 life. 3 strength, 0 bleed. Once each action, Samuel may burn a life to get +1 bleed. He may steal equipment as a strike. He may play cards requiring basic Celerity [cel] or basic Blood Sorcery [tha] as a vampire. Any vampire may call a referendum to make Samuel become Red List as a +1 stealth political action. If Samuel has less than 4 life during your unlock phase, he gains 1 life from the blood bank.	KMW:R
